Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Project,Street,Ward,District,Province,Price_per_m2,Is_Project,Area_group,Has_certificate
"Dự án PARCSpring, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",136.0,4.1,6.0,Unknown,Unknown,3.0,2.0,2.0,Have certificate,Unknown,6.4,Dự án PARCSpring,Đường Nguyễn Duy Trinh,Phường Bình Trưng Đông,Quận 2,Hồ Chí Minh,0.0471,1,120-200m²,1
"Đường La Dương, Phường Dương Nội, Hà Đông, Hà Nội",31.0,4.0,3.0,Bắc,Unknown,5.0,3.0,3.0,Have certificate,Basic,4.75,,Đường La Dương,Phường Dương Nội,Hà Đông,Hà Nội,0.1532,0,<50m²,1
"Xã Phụng Châu, Chương Mỹ, Hà Nội",37.0,4.0,3.0,Unknown,Unknown,3.0,3.0,3.0,Unknown,Basic,2.57,,,Xã Phụng Châu,Chương Mỹ,Hà Nội,0.0695,0,<50m²,0
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",32.0,3.5,3.0,Đông - Bắc,Unknown,5.0,4.0,4.0,Have certificate,Full,3.8,,Đường Quang Trung,Phường Yên Nghĩa,Hà Đông,Hà Nội,0.1188,0,<50m²,1
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",79.0,6.0,6.0,Tây - Nam,Tây - Nam,4.0,4.0,5.0,Have certificate,Unknown,6.79,,Đường Phạm Văn Chiêu,Phường 9,Gò Vấp,Hồ Chí Minh,0.0859,0,50-80m²,1
"Dự án Mỹ Phước 3, Đường DE1, Phường Thới Hòa, Bến Cát, Bình Dương",150.0,5.0,9.0,Unknown,Unknown,3.0,4.0,3.0,Unknown,Unknown,3.0,Dự án Mỹ Phước 3,Đường DE1,Phường Thới Hòa,Bến Cát,Bình Dương,0.02,1,120-200m²,0
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",36.0,4.2,3.0,Unknown,Unknown,6.0,3.0,3.0,Have certificate,Full,7.5,,Đường Trương Định,Phường Trương Định,Hai Bà Trưng,Hà Nội,0.2083,0,<50m²,1
"Đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",40.0,4.1,6.0,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Full,3.2,,Đường Tân Hòa Đông,Phường 14,Quận 6,Hồ Chí Minh,0.08,0,<50m²,1
"Dự án Mỹ Phước 1, Đường D12, Phường Thới Hòa, Bến Cát, Bình Dương",100.0,5.0,9.0,Unknown,Unknown,2.0,3.0,2.0,Unknown,Unknown,2.5,Dự án Mỹ Phước 1,Đường D12,Phường Thới Hòa,Bến Cát,Bình Dương,0.025,1,80-120m²,0
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",65.0,5.0,20.0,Đông - Nam,Đông - Nam,5.0,6.0,5.0,Have certificate,Unknown,7.3,Dự án The Crown - Vinhomes Ocean Park 3,,Xã Nghĩa Trụ,Văn Giang,Hưng Yên,0.1123,1,50-80m²,1
"Đường Chiến Lược, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",84.0,4.1,6.0,Unknown,Unknown,2.0,3.0,2.0,Have certificate,Basic,4.7,,Đường Chiến Lược,Phường Bình Trị Đông,Bình Tân,Hồ Chí Minh,0.056,0,80-120m²,1
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",40.0,45.0,2.0,Unknown,Unknown,6.0,5.0,5.0,Have certificate,Unknown,7.0,,Đường Trương Định,Phường Trương Định,Hai Bà Trưng,Hà Nội,0.175,0,<50m²,1
"Dự án Uni-town, Xã Phú Chánh, Tân Uyên, Bình Dương",110.0,5.0,9.0,Đông - Nam,Unknown,2.0,3.0,3.0,Unknown,Unknown,5.3,Dự án Uni-town,,Xã Phú Chánh,Tân Uyên,Bình Dương,0.0482,1,80-120m²,0
"Đường D3, Phường Thống Nhất, Biên Hòa, Đồng Nai",132.0,6.0,12.0,Nam,Nam,4.0,5.0,5.0,Have certificate,Full,9.8,,Đường D3,Phường Thống Nhất,Biên Hòa,Đồng Nai,0.0742,0,120-200m²,1
"Phường Dương Nội, Hà Đông, Hà Nội",34.3,4.0,3.0,Unknown,Unknown,5.0,5.0,4.0,Unknown,Full,4.3,,,Phường Dương Nội,Hà Đông,Hà Nội,0.1254,0,<50m²,0
"Đường B2, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",80.0,4.1,14.0,Unknown,Unknown,3.0,4.0,4.0,Have certificate,Basic,9.5,,Đường B2,Phường Tây Thạnh,Tân Phú,Hồ Chí Minh,0.1188,0,50-80m²,1
"Đường La Dương, Phường Dương Nội, Hà Đông, Hà Nội",34.0,4.0,3.0,Nam,Unknown,5.0,3.0,3.0,Have certificate,Basic,4.85,,Đường La Dương,Phường Dương Nội,Hà Đông,Hà Nội,0.1426,0,<50m²,1
"Đường Lý Thái Tông, Phường Đông Thọ, Thanh Hóa, Thanh Hóa.",54.0,6.0,8.5,Tây,Tây,3.0,3.0,4.0,Have certificate,Unknown,4.5,,Đường Lý Thái Tông,Phường Đông Thọ,Thanh Hóa,Thanh Hóa,0.0833,0,50-80m²,1
"Đường ĐT 768, Xã Tân Bình, Vĩnh Cửu, Đồng Nai",72.0,5.5,8.0,Unknown,Unknown,1.0,2.0,1.0,Have certificate,Basic,1.73,,Đường ĐT 768,Xã Tân Bình,Vĩnh Cửu,Đồng Nai,0.024,0,50-80m²,1
"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",46.0,4.1,6.0,Unknown,Unknown,2.0,3.0,3.0,Have certificate,Full,9.9,,Đường Thành Thái,Phường 14,Quận 10,Hồ Chí Minh,0.2152,0,<50m²,1
"Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",30.0,4.0,3.0,Unknown,Unknown,5.0,3.0,3.0,Have certificate,Full,5.85,,Đường Xuân Phương,Phường Xuân Phương,Nam Từ Liêm,Hà Nội,0.195,0,<50m²,1
"Đường D7, Thị trấn Lai Uyên, Bàu Bàng, Bình Dương",300.0,5.0,9.0,Unknown,Unknown,2.0,3.0,3.0,Unknown,Unknown,2.8,,"Đường D7, Thị trấn Lai Uyên",,Bàu Bàng,Bình Dương,0.0093,0,>200m²,0
"Đường Đào Tấn, Phường Ngọc Khánh, Ba Đình, Hà Nội",37.0,5.5,4.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Full,5.95,,Đường Đào Tấn,Phường Ngọc Khánh,Ba Đình,Hà Nội,0.1608,0,<50m²,1
"Đường Số 5, Phường An Hòa, Rạch Giá, Kiên Giang",126.0,5.0,7.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,3.9,,Đường Số 5,Phường An Hòa,Rạch Giá,Kiên Giang,0.031,0,120-200m²,1
"Đường Tây Sơn, Phường Ngã Tư Sở, Đống Đa, Hà Nội",30.0,5.0,4.0,Unknown,Unknown,6.0,3.0,5.0,Have certificate,Basic,5.0,,Đường Tây Sơn,Phường Ngã Tư Sở,Đống Đa,Hà Nội,0.1667,0,<50m²,1
"Đường Thanh Bình, Phường Văn Quán, Hà Đông, Hà Nội",33.0,4.0,3.0,Tây,Unknown,5.0,4.0,4.0,Have certificate,Full,4.8,,Đường Thanh Bình,Phường Văn Quán,Hà Đông,Hà Nội,0.1455,0,<50m²,1
"Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",80.0,4.1,6.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Basic,9.9,,Đường Tô Hiến Thành,Phường 13,Quận 10,Hồ Chí Minh,0.1238,0,50-80m²,1
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",30.2,3.3,3.0,Unknown,Unknown,5.0,3.0,3.0,Have certificate,Full,4.2,,Đường Ngọc Trục,Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,0.1391,0,<50m²,1
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",80.0,4.2,20.0,Unknown,Unknown,3.0,7.0,7.0,Have certificate,Basic,6.79,,Đường Cư Xá Phú Lâm B,Phường 13,Quận 6,Hồ Chí Minh,0.0849,0,50-80m²,1
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",36.0,4.8,3.0,Unknown,Unknown,6.0,3.0,4.0,Have certificate,Full,7.5,,Đường Trương Định,Phường Trương Định,Hai Bà Trưng,Hà Nội,0.2083,0,<50m²,1
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",32.0,4.0,3.0,Unknown,Unknown,5.0,4.0,5.0,Have certificate,Full,6.5,,Đường Trường Chinh,Phường Khương Thượng,Đống Đa,Hà Nội,0.2031,0,<50m²,1
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Đoàn Khuê, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",110.0,5.0,11.5,Unknown,Unknown,5.0,5.0,6.0,Have certificate,Unknown,7.5,Dự án Nam Cầu Tuyên Sơn-Nam Việt Á,Đường Đoàn Khuê,Phường  Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,0.0682,1,80-120m²,1
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",38.0,4.3,3.0,Unknown,Unknown,5.0,4.0,4.0,Unknown,Unknown,5.4,,Đường Ngọc Trục,Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,0.1421,0,<50m²,0
"Phường Thới Hòa, Bến Cát, Bình Dương",150.0,5.0,9.0,Unknown,Unknown,2.0,3.0,3.0,Unknown,Unknown,2.2,,,Phường Thới Hòa,Bến Cát,Bình Dương,0.0147,0,120-200m²,0
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",51.0,4.0,3.0,Unknown,Unknown,4.0,4.0,4.0,Unknown,Unknown,8.5,,Đường Khương Trung,Phường Khương Trung,Thanh Xuân,Hà Nội,0.1667,0,50-80m²,0
"Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh",125.0,7.0,6.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,8.5,,Đường Lâm Văn Bền,Phường Tân Quy,Quận 7,Hồ Chí Minh,0.068,0,120-200m²,1
"Đường Vũ Mộng Nguyên, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",97.0,5.0,5.5,Đông,Đông,2.0,4.0,4.0,Have certificate,Full,5.9,,Đường Vũ Mộng Nguyên,Phường  Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,0.0608,0,80-120m²,1
"Phố Chùa Quỳnh, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",31.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Unknown,5.7,,Phố Chùa Quỳnh,Phường Quỳnh Mai,Hai Bà Trưng,Hà Nội,0.1839,0,<50m²,1
"Ngõ 269, Đường Lạc Long Quân, Phường Thụy Khuê, Tây Hồ, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,3.0,4.0,4.0,Unknown,Unknown,4.7,,"Ngõ 269, Đường Lạc Long Quân",Phường Thụy Khuê,Tây Hồ,Hà Nội,0.1175,0,<50m²,0
"Ngõ 268, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",31.0,5.0,2.5,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Basic,5.2,,"Ngõ 268, Đường Ngọc Thụy",Phường Ngọc Thụy,Long Biên,Hà Nội,0.1677,0,<50m²,1
"Đường Điện Biên Phủ, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng",56.0,5.0,5.5,Tây - Bắc,Unknown,4.0,4.0,5.0,Have certificate,Unknown,4.5,,Đường Điện Biên Phủ,Phường Thanh Khê Đông,Thanh Khê,Đà Nẵng,0.0804,0,50-80m²,1
"Đường Hùng Vương, Phường Sở Dầu, Hồng Bàng, Hải Phòng",40.0,4.0,11.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,3.7,,Đường Hùng Vương,Phường Sở Dầu,Hồng Bàng,Hải Phòng,0.0925,0,<50m²,1
"Dự án KĐT Lê Hồng Phong II, Đường Lê Hồng Phong, Phường Phước Hải, Nha Trang, Khánh Hòa",101.25,5.0,12.0,Đông - Nam,Nam,3.0,3.0,4.0,Sale contract,Full,7.5,Dự án KĐT Lê Hồng Phong II,Đường Lê Hồng Phong,Phường Phước Hải,Nha Trang,Khánh Hòa,0.0741,1,80-120m²,0
"Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",95.0,5.8,8.0,Unknown,Unknown,1.0,3.0,3.0,Have certificate,Unknown,6.1,,,Phường Trường Thọ,Thủ Đức,Hồ Chí Minh,0.0642,0,80-120m²,1
"Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",42.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,8.89,,Đường Hoàng Đạo Thành,Phường Kim Giang,Thanh Xuân,Hà Nội,0.2117,0,<50m²,1
"Ngõ 89, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",30.0,3.3,3.0,Unknown,Unknown,4.0,4.0,3.0,Have certificate,Basic,6.25,,"Ngõ 89, Đường Lạc Long Quân",Phường Nghĩa Đô,Cầu Giấy,Hà Nội,0.2083,0,<50m²,1
"Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",61.0,4.8,3.0,Unknown,Unknown,4.0,3.0,4.0,Unknown,Unknown,7.55,,,Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,0.1238,0,50-80m²,0
"Phường Yên Hòa, Cầu Giấy, Hà Nội",37.0,4.0,3.0,Unknown,Unknown,4.0,2.0,2.0,Have certificate,Full,8.15,,,Phường Yên Hòa,Cầu Giấy,Hà Nội,0.2203,0,<50m²,1
"Đường Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",291.0,4.5,10.0,Unknown,Unknown,3.0,4.0,3.0,Have certificate,Unknown,8.0,,Đường Hùng Vương,Phường Hùng Vương,Hồng Bàng,Hải Phòng,0.0275,0,>200m²,1
"Dự án An Hưng, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",82.5,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,10.0,Dự án An Hưng,Đường Tố Hữu,Phường La Khê,Hà Đông,Hà Nội,0.1212,1,80-120m²,1
"Dự án CT3 Vĩnh Điềm Trung, Đường 19/5, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",153.0,5.0,8.75,Unknown,Unknown,3.0,2.0,2.0,Sale contract,Unknown,4.4,Dự án CT3 Vĩnh Điềm Trung,Đường 19/5,Xã Vĩnh Hiệp,Nha Trang,Khánh Hòa,0.0288,1,120-200m²,0
"Đường Phạm Bằng, Phường Thọ Quang, Sơn Trà, Đà Nẵng",100.0,5.0,10.5,Unknown,Unknown,3.0,4.0,2.0,Have certificate,Unknown,5.9,,Đường Phạm Bằng,Phường Thọ Quang,Sơn Trà,Đà Nẵng,0.059,0,80-120m²,1
"Đường Nguyễn Súy, Phường Tân Quý, Tân Phú, Hồ Chí Minh",36.0,4.1,6.0,Unknown,Unknown,2.0,2.0,3.0,Have certificate,Unknown,3.9,,Đường Nguyễn Súy,Phường Tân Quý,Tân Phú,Hồ Chí Minh,0.1083,0,<50m²,1
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",52.0,4.0,5.0,Nam,Tây,3.0,4.0,3.0,Have certificate,Full,5.5,,Đường Phan Đình Giót,Phường La Khê,Hà Đông,Hà Nội,0.1058,0,50-80m²,1
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",33.0,4.0,3.0,Bắc,Unknown,5.0,3.0,3.0,Have certificate,Basic,4.3,,Đường La Nội,Phường Dương Nội,Hà Đông,Hà Nội,0.1303,0,<50m²,1
"300, Đường Nguyễn Văn Linh, Phường Phú Thuận, Quận 7, Hồ Chí Minh",32.0,4.1,8.0,Tây,Tây,2.0,2.0,1.0,Have certificate,Basic,4.5,,"300, Đường Nguyễn Văn Linh",Phường Phú Thuận,Quận 7,Hồ Chí Minh,0.1406,0,<50m²,1
"Đường Phan Cát Tựu, Phường An Lạc A, Bình Tân, Hồ Chí Minh",92.0,4.0,6.0,Unknown,Unknown,3.0,2.0,1.0,Have certificate,Unknown,5.8,,Đường Phan Cát Tựu,Phường An Lạc A,Bình Tân,Hồ Chí Minh,0.063,0,80-120m²,1
"Đường  Trần Xuân Soạn, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",40.0,4.1,6.0,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Basic,3.95,,Đường  Trần Xuân Soạn,Phường Tân Thuận Tây,Quận 7,Hồ Chí Minh,0.0988,0,<50m²,1
"Xã Mỹ Phong, Mỹ Tho, Tiền Giang",95.0,5.0,4.0,Tây - Nam,Unknown,2.0,2.0,1.0,Have certificate,Basic,1.28,,,Xã Mỹ Phong,Mỹ Tho,Tiền Giang,0.0135,0,80-120m²,1
"Dự án The Terra An Hưng, Phường Dương Nội, Hà Đông, Hà Nội",77.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,8.8,Dự án The Terra An Hưng,,Phường Dương Nội,Hà Đông,Hà Nội,0.1143,1,50-80m²,1
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",31.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Full,4.9,,Đường Ngọc Thụy,Phường Ngọc Thụy,Long Biên,Hà Nội,0.1581,0,<50m²,1
"Dự án Bcons City, Đường Thống Nhất, Phường Đông Hòa, Dĩ An, Bình Dương",60.0,4.0,8.0,Tây,Tây,2.0,3.0,3.0,Unknown,Unknown,8.2,Dự án Bcons City,Đường Thống Nhất,Phường Đông Hòa,Dĩ An,Bình Dương,0.1367,1,50-80m²,0
"Dự án Izumi City, Xã Long Hưng, Biên Hòa, Đồng Nai",117.0,6.0,60.0,Nam,Nam,2.0,4.0,5.0,Have certificate,Unknown,6.0,Dự án Izumi City,,Xã Long Hưng,Biên Hòa,Đồng Nai,0.0513,1,80-120m²,1
"Đường Đinh Đức Thiện, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh.",250.0,5.0,8.0,Unknown,Unknown,3.0,8.0,8.0,Have certificate,Full,2.3,,Đường Đinh Đức Thiện,Xã Bình Chánh,Bình Chánh,Hồ Chí Minh,0.0092,0,>200m²,1
"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",85.0,4.1,6.0,Unknown,Unknown,2.0,2.0,3.0,Sale contract,Unknown,6.2,Dự án The Privia,Đường An Dương Vương,Phường An Lạc,Bình Tân,Hồ Chí Minh,0.0729,1,80-120m²,0
"đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",45.0,6.0,5.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Full,4.85,,đường Liên Mạc,Phường Liên Mạc,Bắc Từ Liêm,Hà Nội,0.1078,0,<50m²,1
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",60.0,5.0,20.0,Đông - Nam,Đông - Nam,5.0,6.0,5.0,Have certificate,Basic,6.8,Dự án The Crown - Vinhomes Ocean Park 3,,Xã Nghĩa Trụ,Văn Giang,Hưng Yên,0.1133,1,50-80m²,1
"Đường Tỉnh lộ 417, Xã Phương Đình, Đan Phượng, Hà Nội",99.3,11.4,3.2,Đông - Nam,Nam,2.0,4.0,2.0,Have certificate,Unknown,5.0,,Đường Tỉnh lộ 417,Xã Phương Đình,Đan Phượng,Hà Nội,0.0504,0,80-120m²,1
"Gốc Đề, Phường Mai Động, Hoàng Mai, Hà Nội",33.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,5.69,,Gốc Đề,Phường Mai Động,Hoàng Mai,Hà Nội,0.1724,0,<50m²,1
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",65.0,5.0,20.0,Đông - Nam,Đông - Nam,5.0,6.0,5.0,Have certificate,Basic,7.3,Dự án The Crown - Vinhomes Ocean Park 3,,Xã Nghĩa Trụ,Văn Giang,Hưng Yên,0.1123,1,50-80m²,1
"Đường Nguyễn Thị Đặng, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",46.0,20.0,5.0,Tây - Bắc,Tây - Bắc,3.0,4.0,3.0,Have certificate,Full,4.45,,Đường Nguyễn Thị Đặng,Phường Tân Thới Hiệp,Quận 12,Hồ Chí Minh,0.0967,0,<50m²,1
"Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Hồ Chí Minh",57.0,3.3,8.0,Unknown,Unknown,2.0,7.0,3.0,Have certificate,Basic,9.5,,Đường Nguyễn Giản Thanh,Phường 15,Quận 10,Hồ Chí Minh,0.1667,0,50-80m²,1
"Hẻm 470, Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",30.0,3.2,3.0,Đông - Bắc,Đông - Bắc,3.0,3.0,3.0,Have certificate,Basic,1.75,,"Hẻm 470, Đường Lê Thị Riêng",Phường Thới An,Quận 12,Hồ Chí Minh,0.0583,0,<50m²,1
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",45.0,4.0,3.0,Unknown,Unknown,5.0,5.0,4.0,Have certificate,Unknown,6.6,,Phố Trần Cung,Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,0.1467,0,<50m²,1
"639//, Đường Hương lộ 2, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",51.0,4.0,6.0,Unknown,Unknown,2.0,3.0,3.0,Have certificate,Unknown,4.2,,"639//, Đường Hương lộ 2",Phường Bình Trị Đông,Bình Tân,Hồ Chí Minh,0.0824,0,50-80m²,1
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",45.0,4.5,3.0,Unknown,Unknown,6.0,4.0,5.0,Have certificate,Full,7.95,,Phố Trần Cung,Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,0.1767,0,<50m²,1
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",39.0,4.0,3.0,Unknown,Unknown,4.0,4.0,4.0,Have certificate,Unknown,6.0,,Phố Vũ Tông Phan,Phường Khương Đình,Thanh Xuân,Hà Nội,0.1538,0,<50m²,1
"Đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",45.0,5.0,3.0,Unknown,Unknown,5.0,8.0,9.0,Have certificate,Full,4.7,,Đường Liên Mạc,Phường Liên Mạc,Bắc Từ Liêm,Hà Nội,0.1044,0,<50m²,1
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Unknown,6.8,,Đường Vĩnh Phúc,Phường Vĩnh Phúc,Ba Đình,Hà Nội,0.17,0,<50m²,1
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",38.0,36.0,4.0,Unknown,Unknown,4.0,4.0,5.0,Have certificate,Full,7.4,,Đường Định Công Thượng,Phường Định Công,Hoàng Mai,Hà Nội,0.1947,0,<50m²,1
"Đường Số 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",114.6,4.1,7.0,Unknown,Unknown,4.0,4.0,5.0,Have certificate,Unknown,8.5,,Đường Số 22,Phường Linh Đông,Thủ Đức,Hồ Chí Minh,0.0742,0,80-120m²,1
"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",60.0,4.0,8.0,Đông - Bắc,Đông - Bắc,4.0,4.0,5.0,Have certificate,Full,8.6,,Đường Huỳnh Tấn Phát,Phường Bình Thuận,Quận 7,Hồ Chí Minh,0.1433,0,50-80m²,1
"Dự án Mỹ Gia, Phố Phùng Hưng, Xã Vĩnh Thái, Nha Trang, Khánh Hòa",100.0,5.0,18.0,Tây,Unknown,3.0,3.0,3.0,Unknown,Unknown,5.95,Dự án Mỹ Gia,Phố Phùng Hưng,Xã Vĩnh Thái,Nha Trang,Khánh Hòa,0.0595,1,80-120m²,0
"Đường D4, Phường Tân Hưng, Quận 7, Hồ Chí Minh",68.0,4.0,6.0,Đông - Nam,Nam,3.0,4.0,4.0,Unknown,Unknown,9.3,,Đường D4,Phường Tân Hưng,Quận 7,Hồ Chí Minh,0.1368,0,50-80m²,0
"Đường Dương Đức Hiền, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",72.0,5.0,5.5,Tây - Nam,Unknown,2.0,3.0,2.0,Have certificate,Basic,3.6,,Đường Dương Đức Hiền,Phường Hòa Minh,Liên Chiểu,Đà Nẵng,0.05,0,50-80m²,1
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",50.02,4.1,5.0,Đông - Nam,Đông - Nam,3.0,4.0,5.0,Have certificate,Full,6.2,,Đường Huỳnh Tấn Phát,Phường Phú Mỹ,Quận 7,Hồ Chí Minh,0.124,0,50-80m²,1
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",56.0,5.0,13.0,Unknown,Unknown,5.0,6.0,4.0,Unknown,Unknown,6.1,Dự án The Empire - Vinhomes Ocean Park 2,,Xã Long Hưng,Văn Giang,Hưng Yên,0.1089,1,50-80m²,0
"Dự án Centana City Điền Phúc Thành, Phường Long Trường, Quận 9, Hồ Chí Minh",100.0,4.1,6.0,Unknown,Unknown,3.0,5.0,3.0,Have certificate,Unknown,7.9,Dự án Centana City Điền Phúc Thành,,Phường Long Trường,Quận 9,Hồ Chí Minh,0.079,1,80-120m²,1
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",58.5,5.0,13.0,Unknown,Unknown,5.0,6.0,4.0,Unknown,Unknown,7.3,Dự án The Empire - Vinhomes Ocean Park 2,,Xã Long Hưng,Văn Giang,Hưng Yên,0.1248,1,50-80m²,0
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",65.0,5.0,13.0,Unknown,Unknown,5.0,6.0,4.0,Unknown,Unknown,9.5,Dự án The Empire - Vinhomes Ocean Park 2,,Xã Long Hưng,Văn Giang,Hưng Yên,0.1462,1,50-80m²,0
"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",100.0,5.0,6.0,Unknown,Unknown,3.0,4.0,3.0,Have certificate,Unknown,8.7,Dự án Đông Tăng Long,Đường Nguyễn Duy Trinh,Phường Trường Thạnh,Quận 9,Hồ Chí Minh,0.087,1,80-120m²,1
"Phường Phước Bình, Quận 9, Hồ Chí Minh",64.0,4.0,6.0,Unknown,Unknown,4.0,3.0,3.0,Unknown,Unknown,9.0,,,Phường Phước Bình,Quận 9,Hồ Chí Minh,0.1406,0,50-80m²,0
"Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",30.0,4.0,3.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Basic,6.3,,Đường An Dương,Phường Yên Phụ,Tây Hồ,Hà Nội,0.21,0,<50m²,1
